0.85032317 	0.35197877 	0.81185140 	0.75294299 	0.50926012 	0.24414892 	0.38977388 	0.78537227 	0.78799418 	0.96383499 	0.77551153 	
0.85032317 	0.96254559 	0.81185140 	0.75294299 	0.50926012 	0.24414892 	0.38977388 	0.78537227 	0.78799418 	0.96383499 	0.77551153 	
0.85032317 	0.96254559 	0.96072364 	0.75294299 	0.50926012 	0.24414892 	0.38977388 	0.78537227 	0.78799418 	0.96383499 	0.77551153 	
0.85032317 	0.96254559 	0.96072364 	0.93085998 	0.50926012 	0.24414892 	0.38977388 	0.78537227 	0.78799418 	0.96383499 	0.77551153 	
0.85032317 	0.96254559 	0.96072364 	0.93085998 	0.87612914 	0.24414892 	0.38977388 	0.78537227 	0.78799418 	0.96383499 	0.77551153 	
0.85032317 	0.96254559 	0.96072364 	0.93085998 	0.87612914 	0.98880518 	0.38977388 	0.78537227 	0.78799418 	0.96383499 	0.77551153 	
0.85032317 	0.96254559 	0.96072364 	0.93085998 	0.87612914 	0.98880518 	0.99166192 	0.78537227 	0.78799418 	0.96383499 	0.77551153 	
0.85032317 	0.96254559 	0.96072364 	0.93085998 	0.87612914 	0.98880518 	0.99166192 	0.84823677 	0.78799418 	0.96383499 	0.77551153 	
0.85032317 	0.96254559 	0.96072364 	0.93085998 	0.87612914 	0.98880518 	0.99166192 	0.84823677 	0.90778523 	0.96383499 	0.77551153 	
0.85032317 	0.96254559 	0.96072364 	0.93085998 	0.87612914 	0.98880518 	0.99166192 	0.84823677 	0.90778523 	0.96383499 	0.77551153 	
0.85032317 	0.96254559 	0.96072364 	0.93085998 	0.87612914 	0.98880518 	0.99166192 	0.84823677 	0.90778523 	0.96383499 	0.99018351 	
0.85032317 	0.96254559 	0.96072364 	0.93085998 	0.87612914 	0.98880518 	0.99166192 	0.84823677 	0.90778523 	0.96383499 	0.99018351 	
0.85032317 	0.99999767 	0.96072364 	0.93085998 	0.87612914 	0.98880518 	0.99166192 	0.84823677 	0.90778523 	0.96383499 	0.99018351 	
0.85032317 	0.99999767 	0.96402709 	0.93085998 	0.87612914 	0.98880518 	0.99166192 	0.84823677 	0.90778523 	0.96383499 	0.99018351 	
0.85032317 	0.99999767 	0.96402709 	0.93085998 	0.87612914 	0.98880518 	0.99166192 	0.84823677 	0.90778523 	0.96383499 	0.99018351 	
0.85032317 	0.99999767 	0.96402709 	0.93085998 	0.87612914 	0.98880518 	0.99166192 	0.84823677 	0.90778523 	0.96383499 	0.99018351 	
0.85032317 	0.99999767 	0.96402709 	0.93085998 	0.87612914 	0.99601740 	0.99166192 	0.84823677 	0.90778523 	0.96383499 	0.99018351 	
