1,0.90220795,0.62156389,0.8064729,0.96788825,0.6129039,0.47646192,0.71381849,0.78555684,0.51220319,0.34797688,0.65952344,0.77210168,0.4842464,0.66335774,0.57850734,0.02466525,0.82595346,0.35503697,0.38845133,0.85738712,0.00510324,0.25772912,0.4251177,0.61757661,0.09120166,0.97878097,0.38566086,0.7993153,0.72776922,0.36666422,0.62818509,0.74813692,0.10093922,0.72123495,0.85678102,0.573095
2,0.90220795,0.96303206,0.8064729,0.96788825,0.6129039,0.47646192,0.71381849,0.78555684,0.51220319,0.34797688,0.65952344,0.77210168,0.4842464,0.66335774,0.57850734,0.02466525,0.82595346,0.35503697,0.38845133,0.85738712,0.00510324,0.25772912,0.4251177,0.61757661,0.09120166,0.97878097,0.38566086,0.7993153,0.72776922,0.36666422,0.62818509,0.74813692,0.10093922,0.72123495,0.85678102,0.573095
3,0.90220795,0.96303206,0.93963198,0.96788825,0.6129039,0.47646192,0.71381849,0.78555684,0.51220319,0.34797688,0.65952344,0.77210168,0.4842464,0.66335774,0.57850734,0.02466525,0.82595346,0.35503697,0.38845133,0.85738712,0.00510324,0.25772912,0.4251177,0.61757661,0.09120166,0.97878097,0.38566086,0.7993153,0.72776922,0.36666422,0.62818509,0.74813692,0.10093922,0.72123495,0.85678102,0.573095
4,0.90220795,0.96303206,0.93963198,0.96788825,0.6129039,0.47646192,0.71381849,0.78555684,0.51220319,0.34797688,0.65952344,0.77210168,0.4842464,0.66335774,0.57850734,0.02466525,0.82595346,0.35503697,0.38845133,0.85738712,0.00510324,0.25772912,0.4251177,0.61757661,0.09120166,0.97878097,0.38566086,0.7993153,0.72776922,0.36666422,0.62818509,0.74813692,0.10093922,0.72123495,0.85678102,0.573095
5,0.90220795,0.96303206,0.93963198,0.96788825,0.83531449,0.47646192,0.71381849,0.78555684,0.51220319,0.34797688,0.65952344,0.77210168,0.4842464,0.66335774,0.57850734,0.02466525,0.82595346,0.35503697,0.38845133,0.85738712,0.00510324,0.25772912,0.4251177,0.61757661,0.09120166,0.97878097,0.38566086,0.7993153,0.72776922,0.36666422,0.62818509,0.74813692,0.10093922,0.72123495,0.85678102,0.573095
6,0.90220795,0.96303206,0.93963198,0.96788825,0.83531449,0.91214151,0.71381849,0.78555684,0.51220319,0.34797688,0.65952344,0.77210168,0.4842464,0.66335774,0.57850734,0.02466525,0.82595346,0.35503697,0.38845133,0.85738712,0.00510324,0.25772912,0.4251177,0.61757661,0.09120166,0.97878097,0.38566086,0.7993153,0.72776922,0.36666422,0.62818509,0.74813692,0.10093922,0.72123495,0.85678102,0.573095
7,0.90220795,0.96303206,0.93963198,0.96788825,0.83531449,0.91214151,0.96032684,0.78555684,0.51220319,0.34797688,0.65952344,0.77210168,0.4842464,0.66335774,0.57850734,0.02466525,0.82595346,0.35503697,0.38845133,0.85738712,0.00510324,0.25772912,0.4251177,0.61757661,0.09120166,0.97878097,0.38566086,0.7993153,0.72776922,0.36666422,0.62818509,0.74813692,0.10093922,0.72123495,0.85678102,0.573095
8,0.90220795,0.96303206,0.93963198,0.96788825,0.83531449,0.91214151,0.96032684,0.97533562,0.51220319,0.34797688,0.65952344,0.77210168,0.4842464,0.66335774,0.57850734,0.02466525,0.82595346,0.35503697,0.38845133,0.85738712,0.00510324,0.25772912,0.4251177,0.61757661,0.09120166,0.97878097,0.38566086,0.7993153,0.72776922,0.36666422,0.62818509,0.74813692,0.10093922,0.72123495,0.85678102,0.573095
9,0.90220795,0.96303206,0.93963198,0.96788825,0.83531449,0.91214151,0.96032684,0.97533562,0.84138441,0.34797688,0.65952344,0.77210168,0.4842464,0.66335774,0.57850734,0.02466525,0.82595346,0.35503697,0.38845133,0.85738712,0.00510324,0.25772912,0.4251177,0.61757661,0.09120166,0.97878097,0.38566086,0.7993153,0.72776922,0.36666422,0.62818509,0.74813692,0.10093922,0.72123495,0.85678102,0.573095
10,0.90220795,0.96303206,0.93963198,0.96788825,0.83531449,0.91214151,0.96032684,0.97533562,0.84138441,0.97247984,0.65952344,0.77210168,0.4842464,0.66335774,0.57850734,0.02466525,0.82595346,0.35503697,0.38845133,0.85738712,0.00510324,0.25772912,0.4251177,0.61757661,0.09120166,0.97878097,0.38566086,0.7993153,0.72776922,0.36666422,0.62818509,0.74813692,0.10093922,0.72123495,0.85678102,0.573095
