Iteration	1	2	3	4	5	6	7	8	9	10	11
206	0.99999961	0.99999994	0.9999967	0.99999966	0.99999847	0.99999928	0.99999997	0.99999697	0.99999635	0.99999971	0.99999819
207	0.99999961	0.99999994	0.9999967	0.99999966	0.99999847	0.99999928	0.99999997	0.99999697	0.99999635	0.99999971	0.99999819
208	0.99999961	0.99999994	0.9999967	0.99999966	0.99999847	0.99999928	0.99999997	0.99999697	0.99999635	0.99999996	0.99999819
209	0.99999961	0.99999994	0.9999967	0.99999966	0.99999847	0.99999928	0.99999997	0.99999697	0.99999635	0.99999996	0.99999832
210	0.99999967	0.99999994	0.9999967	0.99999966	0.99999847	0.99999928	0.99999997	0.99999697	0.99999635	0.99999996	0.99999832
211	0.99999967	0.99999994	0.9999967	0.99999966	0.99999847	0.99999928	0.99999997	0.99999697	0.99999635	0.99999996	0.99999832
212	0.99999967	0.99999994	0.9999967	0.99999966	0.99999847	0.99999928	0.99999997	0.99999697	0.99999635	0.99999996	0.99999832
213	0.99999967	0.99999994	0.9999967	0.99999966	0.99999847	0.99999928	0.99999997	0.99999697	0.99999635	0.99999996	0.99999832
214	0.99999967	0.99999994	0.9999967	0.99999966	0.99999847	0.99999928	0.99999997	0.99999697	0.99999635	0.99999996	0.99999832
215	0.99999967	0.99999994	0.9999967	0.99999966	0.99999847	0.99999928	0.99999997	0.99999697	0.99999635	0.99999996	0.99999832
216	0.99999967	0.99999994	0.9999967	0.99999966	0.99999847	0.99999928	0.99999997	0.99999697	0.99999635	0.99999996	0.99999832
217	0.99999967	0.99999994	0.9999967	0.99999966	0.99999847	0.99999928	0.99999997	0.99999697	0.99999635	0.99999996	0.99999832
218	0.99999967	0.99999994	0.9999967	0.99999966	0.99999847	0.99999928	0.99999997	0.99999697	0.99999635	0.99999996	0.99999832
219	0.99999967	0.99999994	0.9999967	0.99999966	0.99999847	0.99999928	0.99999997	0.99999697	0.99999635	0.99999996	0.99999832
220	0.99999967	0.99999994	0.9999967	0.99999966	0.99999847	0.99999928	0.99999997	0.99999697	0.99999635	0.99999996	0.99999879
221	0.99999994	0.99999994	0.9999967	0.99999966	0.99999847	0.99999928	0.99999997	0.99999697	0.99999635	0.99999996	0.99999879
222	0.99999994	0.99999994	0.9999967	0.99999966	0.99999847	0.99999928	0.99999997	0.99999697	0.99999635	0.99999996	0.99999879
223	0.99999994	0.99999994	0.99999738	0.99999966	0.99999847	0.99999928	0.99999997	0.99999697	0.99999635	0.99999996	0.99999879
224	0.99999994	0.99999994	0.99999738	0.99999966	0.99999847	0.99999928	0.99999997	0.99999697	0.99999635	0.99999996	0.99999879
225	0.99999994	0.99999994	0.99999738	0.99999966	0.99999847	0.99999928	0.99999997	0.99999697	0.99999635	0.99999996	0.99999879
226	0.99999994	0.99999994	0.99999738	0.99999966	0.99999847	0.99999963	0.99999997	0.99999697	0.99999635	0.99999996	0.99999879
227	0.99999994	0.99999994	0.99999738	0.99999966	0.99999847	0.99999963	0.99999997	0.99999697	0.99999635	0.99999996	0.99999879
228	0.99999994	0.99999994	0.99999738	0.99999966	0.99999847	0.99999963	0.99999997	0.99999697	0.99999635	0.99999996	0.99999879
229	0.99999994	0.99999994	0.99999738	0.99999966	0.99999847	0.99999963	0.99999997	0.99999697	0.99999635	0.99999996	0.99999879
230	0.99999994	0.99999994	0.99999738	0.99999966	0.99999847	0.99999963	0.99999997	0.99999697	0.99999635	0.99999996	0.99999879
231	0.99999994	0.99999994	0.99999738	0.99999966	0.99999847	0.99999963	0.99999997	0.99999697	0.99999635	0.99999996	0.99999879
232	0.99999994	0.99999994	0.99999738	0.99999966	0.99999847	0.99999963	0.99999997	0.99999697	0.99999635	0.99999996	0.99999879
233	0.99999994	0.99999994	0.99999738	0.99999966	0.99999847	0.99999963	0.99999997	0.99999697	0.99999635	0.99999996	0.99999879
234	0.99999994	0.99999994	0.99999738	0.99999966	0.99999847	0.99999963	0.99999997	0.99999697	0.99999635	0.99999996	0.99999879
235	0.99999994	0.99999994	0.99999738	0.99999966	0.99999847	0.99999963	0.99999997	0.99999697	0.99999635	0.99999996	0.99999879
236	0.99999994	0.99999994	0.99999738	0.99999966	0.99999847	0.99999963	0.99999997	0.99999697	0.99999635	0.99999996	0.99999879
237	0.99999994	0.99999994	0.99999738	0.99999966	0.99999847	0.99999963	0.99999997	0.99999697	0.99999635	0.99999996	0.99999879
238	0.99999994	0.99999994	0.99999738	0.99999966	0.99999847	0.99999963	0.99999997	0.99999697	0.99999635	0.99999996	0.99999879
239	0.99999994	0.99999994	0.99999738	0.99999966	0.99999847	0.99999963	0.99999997	0.99999697	0.99999635	0.99999996	0.99999879
240	0.99999994	0.99999994	0.99999738	0.99999966	0.99999847	0.99999963	0.99999997	0.99999697	0.99999635	0.99999996	0.99999879
241	0.99999994	0.99999994	0.99999738	0.99999966	0.99999847	0.99999963	0.99999997	0.99999697	0.99999635	0.99999996	0.99999879
242	0.99999994	0.99999994	0.99999738	0.99999966	0.99999847	0.99999963	0.99999997	0.99999697	0.99999635	0.99999996	0.99999968
243	0.99999994	0.99999994	0.99999738	0.99999966	0.99999847	0.99999963	0.99999997	0.99999697	0.99999635	0.99999996	0.99999968
244	0.99999994	0.99999994	0.99999738	0.99999966	0.99999847	0.99999963	0.99999997	0.99999697	0.99999635	0.99999996	0.99999968
245	0.99999994	0.99999994	0.99999838	0.99999966	0.99999847	0.99999963	0.99999997	0.99999697	0.99999635	0.99999996	0.99999968
246	0.99999994	0.99999994	0.99999838	0.99999966	0.99999847	0.99999963	0.99999997	0.99999697	0.99999635	0.99999996	0.99999968
247	0.99999994	0.99999994	0.99999838	0.99999966	0.99999847	0.99999963	0.99999997	0.99999697	0.99999635	0.99999996	0.99999968
248	0.99999994	0.99999994	0.99999838	0.99999966	0.99999847	0.99999963	0.99999997	0.99999697	0.99999635	0.99999996	0.99999968
249	0.99999994	0.99999994	0.99999838	0.99999966	0.99999847	0.99999963	0.99999997	0.99999697	0.99999635	0.99999996	0.99999968
250	0.99999994	0.99999994	0.99999838	0.99999966	0.99999847	0.99999963	0.99999997	0.99999697	0.99999635	0.99999996	0.99999968
251	0.99999994	0.99999994	0.99999838	0.99999966	0.99999847	0.99999963	0.99999997	0.99999697	0.99999635	0.99999996	0.99999968
252	0.99999994	0.99999994	0.99999838	0.99999966	0.99999847	0.99999963	0.99999997	0.99999697	0.99999635	0.99999996	0.99999968
253	0.99999994	0.99999994	0.99999838	0.99999966	0.99999847	0.99999963	0.99999997	0.99999697	0.99999635	0.99999996	0.99999968
254	0.99999994	0.99999994	0.99999838	0.99999966	0.99999847	0.99999963	0.99999997	0.99999697	0.99999635	0.99999996	0.99999968
255	0.99999994	0.99999994	0.99999838	0.99999966	0.99999847	0.99999963	0.99999997	0.99999697	0.99999635	0.99999996	0.99999968
256	0.99999994	0.99999994	0.9999996	0.99999966	0.99999847	0.99999963	0.99999997	0.99999697	0.99999635	0.99999996	0.99999968
257	0.99999994	0.99999994	0.9999996	0.99999998	0.99999847	0.99999963	0.99999997	0.99999697	0.99999635	0.99999996	0.99999968
258	0.99999994	0.99999994	0.9999996	0.99999998	0.99999928	0.99999963	0.99999997	0.99999697	0.99999635	0.99999996	0.99999968
259	0.99999994	0.99999994	0.9999996	0.99999998	0.99999928	0.99999963	0.99999997	0.99999697	0.99999635	0.99999996	0.99999968
260	0.99999994	0.99999994	0.9999996	0.99999998	0.99999928	0.99999963	0.99999997	0.99999697	0.99999635	0.99999996	0.99999968
261	0.99999994	0.99999994	0.9999996	0.99999998	0.99999928	0.99999963	0.99999997	0.99999697	0.99999635	0.99999996	0.99999968
262	0.99999994	0.99999994	0.9999996	0.99999998	0.99999928	0.99999963	0.99999997	0.99999697	0.99999718	0.99999996	0.99999968
263	0.99999994	0.99999994	0.9999996	0.99999998	0.99999928	0.99999963	0.99999997	0.99999697	0.99999718	0.99999996	0.99999968
264	0.99999994	0.99999994	0.9999996	0.99999998	0.99999928	0.99999963	0.99999997	0.99999697	0.99999718	0.99999996	0.99999987
265	0.99999994	0.99999994	0.9999996	0.99999998	0.99999928	0.99999963	0.99999997	0.99999697	0.99999718	0.99999996	0.99999987
266	0.99999994	0.99999994	0.9999996	0.99999998	0.99999928	0.99999963	0.99999997	0.99999697	0.99999718	0.99999996	0.99999987
267	0.99999994	0.99999994	0.99999992	0.99999998	0.99999928	0.99999963	0.99999997	0.99999697	0.99999718	0.99999996	0.99999987
268	0.99999994	0.99999994	0.99999992	0.99999998	0.99999928	0.99999963	0.99999997	0.99999697	0.99999718	0.99999996	0.99999987
269	0.99999994	0.99999994	0.99999992	0.99999998	0.99999928	0.99999963	0.99999997	0.99999697	0.99999718	0.99999996	0.99999987
270	0.99999994	0.99999994	0.99999992	0.99999998	0.99999928	0.99999963	0.99999997	0.99999697	0.99999718	0.99999996	0.99999987
271	0.99999994	0.99999994	0.99999992	0.99999998	0.99999928	0.99999963	0.99999997	0.99999697	0.99999718	0.99999996	0.99999987
272	0.99999994	0.99999994	0.99999992	0.99999998	0.99999928	0.99999963	0.99999997	0.99999697	0.99999718	0.99999996	0.99999987
273	0.99999994	0.99999994	0.99999992	0.99999998	0.99999928	0.99999963	0.99999997	0.99999697	0.99999718	0.99999996	0.99999987
274	0.99999994	0.99999994	0.99999992	0.99999998	0.99999928	0.99999963	0.99999997	0.99999697	0.99999718	0.99999996	0.99999987
275	0.99999994	0.99999994	0.99999992	0.99999998	0.99999928	0.99999963	0.99999997	0.99999697	0.99999718	0.99999996	0.99999987
