Iteration	1	2	3	4	5	6	7	8	9	10	11
28	0.93003731	0.99748305	0.98287381	0.98949927	0.99279327	0.99262334	0.99739343	0.99536493	0.96551424	0.82927816	0.99441165
29	0.93003731	0.99748305	0.98287381	0.98949927	0.99279327	0.99262334	0.99790827	0.99536493	0.96551424	0.82927816	0.99441165
30	0.93003731	0.99748305	0.98287381	0.98949927	0.99279327	0.99262334	0.99790827	0.99818122	0.96551424	0.82927816	0.99441165
31	0.93003731	0.99748305	0.98287381	0.98949927	0.99279327	0.99262334	0.99790827	0.99818122	0.97047703	0.82927816	0.99441165
32	0.93003731	0.99748305	0.98287381	0.98949927	0.99279327	0.99262334	0.99790827	0.99818122	0.97047703	0.85458479	0.99441165
33	0.93003731	0.99748305	0.98287381	0.98949927	0.99279327	0.99262334	0.99790827	0.99818122	0.97047703	0.85458479	0.99441165
34	0.94104732	0.99748305	0.98287381	0.98949927	0.99279327	0.99262334	0.99790827	0.99818122	0.97047703	0.85458479	0.99441165
35	0.94104732	0.99990733	0.98287381	0.98949927	0.99279327	0.99262334	0.99790827	0.99818122	0.97047703	0.85458479	0.99441165
36	0.94104732	0.99990733	0.986734	0.98949927	0.99279327	0.99262334	0.99790827	0.99818122	0.97047703	0.85458479	0.99441165
37	0.94104732	0.99990733	0.986734	0.99371477	0.99279327	0.99262334	0.99790827	0.99818122	0.97047703	0.85458479	0.99441165
38	0.94104732	0.99990733	0.986734	0.99371477	0.99279327	0.99262334	0.99790827	0.99818122	0.97047703	0.85458479	0.99441165
39	0.94104732	0.99990733	0.986734	0.99371477	0.99279327	0.99762869	0.99790827	0.99818122	0.97047703	0.85458479	0.99441165
40	0.94104732	0.99990733	0.986734	0.99371477	0.99279327	0.99762869	0.99857593	0.99818122	0.97047703	0.85458479	0.99441165
41	0.94104732	0.99990733	0.986734	0.99371477	0.99279327	0.99762869	0.99857593	0.99852346	0.97047703	0.85458479	0.99441165
42	0.94104732	0.99990733	0.986734	0.99371477	0.99279327	0.99762869	0.99857593	0.99852346	0.98978857	0.85458479	0.99441165
43	0.94104732	0.99990733	0.986734	0.99371477	0.99279327	0.99762869	0.99857593	0.99852346	0.98978857	0.9120295	0.99441165
44	0.94104732	0.99990733	0.986734	0.99371477	0.99279327	0.99762869	0.99857593	0.99852346	0.98978857	0.9120295	0.99912542
45	0.94917553	0.99990733	0.986734	0.99371477	0.99279327	0.99762869	0.99857593	0.99852346	0.98978857	0.9120295	0.99912542
46	0.94917553	0.99990733	0.986734	0.99371477	0.99279327	0.99762869	0.99857593	0.99852346	0.98978857	0.9120295	0.99912542
47	0.94917553	0.99990733	0.98978141	0.99371477	0.99279327	0.99762869	0.99857593	0.99852346	0.98978857	0.9120295	0.99912542
48	0.94917553	0.99990733	0.98978141	0.99603105	0.99279327	0.99762869	0.99857593	0.99852346	0.98978857	0.9120295	0.99912542
49	0.94917553	0.99990733	0.98978141	0.99603105	0.99279327	0.99762869	0.99857593	0.99852346	0.98978857	0.9120295	0.99912542
50	0.94917553	0.99990733	0.98978141	0.99603105	0.99279327	0.99989974	0.99857593	0.99852346	0.98978857	0.9120295	0.99912542
51	0.94917553	0.99990733	0.98978141	0.99603105	0.99279327	0.99989974	0.99940152	0.99852346	0.98978857	0.9120295	0.99912542
52	0.94917553	0.99990733	0.98978141	0.99603105	0.99279327	0.99989974	0.99940152	0.99852346	0.98978857	0.9120295	0.99912542
53	0.94917553	0.99990733	0.98978141	0.99603105	0.99279327	0.99989974	0.99940152	0.99852346	0.99084896	0.9120295	0.99912542
54	0.94917553	0.99990733	0.98978141	0.99603105	0.99279327	0.99989974	0.99940152	0.99852346	0.99084896	0.91358755	0.99912542
55	0.94917553	0.99990733	0.98978141	0.99603105	0.99279327	0.99989974	0.99940152	0.99852346	0.99084896	0.91358755	0.99912542
56	0.94917553	0.99990733	0.98978141	0.99603105	0.99279327	0.99989974	0.99940152	0.99852346	0.99084896	0.91358755	0.99912542
57	0.94917553	0.99990733	0.98978141	0.99603105	0.99279327	0.99989974	0.99940152	0.99852346	0.99084896	0.91358755	0.99912542
58	0.94917553	0.99990733	0.99399167	0.99603105	0.99279327	0.99989974	0.99940152	0.99852346	0.99084896	0.91358755	0.99912542
59	0.94917553	0.99990733	0.99399167	0.99969119	0.99279327	0.99989974	0.99940152	0.99852346	0.99084896	0.91358755	0.99912542
60	0.94917553	0.99990733	0.99399167	0.99969119	0.9987068	0.99989974	0.99940152	0.99852346	0.99084896	0.91358755	0.99912542
61	0.94917553	0.99990733	0.99399167	0.99969119	0.9987068	0.99989974	0.99940152	0.99852346	0.99084896	0.91358755	0.99912542
62	0.94917553	0.99990733	0.99399167	0.99969119	0.9987068	0.99989974	0.99997338	0.99852346	0.99084896	0.91358755	0.99912542
63	0.94917553	0.99990733	0.99399167	0.99969119	0.9987068	0.99989974	0.99997338	0.9999666	0.99084896	0.91358755	0.99912542
64	0.94917553	0.99990733	0.99399167	0.99969119	0.9987068	0.99989974	0.99997338	0.9999666	0.99808652	0.91358755	0.99912542
65	0.94917553	0.99990733	0.99399167	0.99969119	0.9987068	0.99989974	0.99997338	0.9999666	0.99808652	0.92393452	0.99912542
66	0.94917553	0.99990733	0.99399167	0.99969119	0.9987068	0.99989974	0.99997338	0.9999666	0.99808652	0.92393452	0.99976691
67	0.976283	0.99990733	0.99399167	0.99969119	0.9987068	0.99989974	0.99997338	0.9999666	0.99808652	0.92393452	0.99976691
68	0.976283	0.99990733	0.99399167	0.99969119	0.9987068	0.99989974	0.99997338	0.9999666	0.99808652	0.92393452	0.99976691
69	0.976283	0.99990733	0.99399167	0.99969119	0.9987068	0.99989974	0.99997338	0.9999666	0.99808652	0.92393452	0.99976691
70	0.976283	0.99990733	0.99399167	0.99986369	0.9987068	0.99989974	0.99997338	0.9999666	0.99808652	0.92393452	0.99976691
71	0.976283	0.99990733	0.99399167	0.99986369	0.9987068	0.99989974	0.99997338	0.9999666	0.99808652	0.92393452	0.99976691
72	0.976283	0.99990733	0.99399167	0.99986369	0.9987068	0.99998888	0.99997338	0.9999666	0.99808652	0.92393452	0.99976691
73	0.976283	0.99990733	0.99399167	0.99986369	0.9987068	0.99998888	0.99999583	0.9999666	0.99808652	0.92393452	0.99976691
74	0.976283	0.99990733	0.99399167	0.99986369	0.9987068	0.99998888	0.99999583	0.9999666	0.99808652	0.92393452	0.99976691
75	0.976283	0.99990733	0.99399167	0.99986369	0.9987068	0.99998888	0.99999583	0.9999666	0.99808652	0.92393452	0.99976691
76	0.976283	0.99990733	0.99399167	0.99986369	0.9987068	0.99998888	0.99999583	0.9999666	0.99808652	0.92393452	0.99976691
77	0.976283	0.99990733	0.99399167	0.99986369	0.9987068	0.99998888	0.99999583	0.9999666	0.99808652	0.92393452	0.99976691
78	0.98849921	0.99990733	0.99399167	0.99986369	0.9987068	0.99998888	0.99999583	0.9999666	0.99808652	0.92393452	0.99976691
79	0.98849921	0.99998311	0.99399167	0.99986369	0.9987068	0.99998888	0.99999583	0.9999666	0.99808652	0.92393452	0.99976691
80	0.98849921	0.99998311	0.99932356	0.99986369	0.9987068	0.99998888	0.99999583	0.9999666	0.99808652	0.92393452	0.99976691
81	0.98849921	0.99998311	0.99932356	0.99986369	0.9987068	0.99998888	0.99999583	0.9999666	0.99808652	0.92393452	0.99976691
82	0.98849921	0.99998311	0.99932356	0.99986369	0.99986633	0.99998888	0.99999583	0.9999666	0.99808652	0.92393452	0.99976691
83	0.98849921	0.99998311	0.99932356	0.99986369	0.99986633	0.99998888	0.99999583	0.9999666	0.99808652	0.92393452	0.99976691
84	0.98849921	0.99998311	0.99932356	0.99986369	0.99986633	0.99998888	0.99999583	0.9999666	0.99808652	0.92393452	0.99976691
85	0.98849921	0.99998311	0.99932356	0.99986369	0.99986633	0.99998888	0.99999583	0.9999666	0.99808652	0.92393452	0.99976691
86	0.98849921	0.99998311	0.99932356	0.99986369	0.99986633	0.99998888	0.99999583	0.9999666	0.99975426	0.92393452	0.99976691
87	0.98849921	0.99998311	0.99932356	0.99986369	0.99986633	0.99998888	0.99999583	0.9999666	0.99975426	0.95783854	0.99976691
88	0.98849921	0.99998311	0.99932356	0.99986369	0.99986633	0.99998888	0.99999583	0.9999666	0.99975426	0.95783854	0.99993906
89	0.99932098	0.99998311	0.99932356	0.99986369	0.99986633	0.99998888	0.99999583	0.9999666	0.99975426	0.95783854	0.99993906
90	0.99932098	0.99998311	0.99932356	0.99986369	0.99986633	0.99998888	0.99999583	0.9999666	0.99975426	0.95783854	0.99993906
91	0.99932098	0.99998311	0.99934828	0.99986369	0.99986633	0.99998888	0.99999583	0.9999666	0.99975426	0.95783854	0.99993906
92	0.99932098	0.99998311	0.99934828	0.99999653	0.99986633	0.99998888	0.99999583	0.9999666	0.99975426	0.95783854	0.99993906
93	0.99932098	0.99998311	0.99934828	0.99999653	0.99996128	0.99998888	0.99999583	0.9999666	0.99975426	0.95783854	0.99993906
94	0.99932098	0.99998311	0.99934828	0.99999653	0.99996128	0.99998989	0.99999583	0.9999666	0.99975426	0.95783854	0.99993906
95	0.99932098	0.99998311	0.99934828	0.99999653	0.99996128	0.99998989	0.99999583	0.9999666	0.99975426	0.95783854	0.99993906
96	0.99932098	0.99998311	0.99934828	0.99999653	0.99996128	0.99998989	0.99999583	0.9999666	0.99975426	0.95783854	0.99993906
97	0.99932098	0.99998311	0.99934828	0.99999653	0.99996128	0.99998989	0.99999583	0.9999666	0.99975426	0.95783854	0.99993906
98	0.99932098	0.99998311	0.99934828	0.99999653	0.99996128	0.99998989	0.99999583	0.9999666	0.99975426	0.99493335	0.99993906
99	0.99932098	0.99998311	0.99934828	0.99999653	0.99996128	0.99998989	0.99999583	0.9999666	0.99975426	0.99493335	0.99993906
100	0.99951744	0.99998311	0.99934828	0.99999653	0.99996128	0.99998989	0.99999583	0.9999666	0.99975426	0.99493335	0.99993906
101	0.99951744	0.99998311	0.99934828	0.99999653	0.99996128	0.99998989	0.99999583	0.9999666	0.99975426	0.99493335	0.99993906
102	0.99951744	0.99998311	0.99980837	0.99999653	0.99996128	0.99998989	0.99999583	0.9999666	0.99975426	0.99493335	0.99993906
103	0.99951744	0.99998311	0.99980837	0.99999653	0.99996128	0.99998989	0.99999583	0.9999666	0.99975426	0.99493335	0.99993906
104	0.99951744	0.99998311	0.99980837	0.99999653	0.99998627	0.99998989	0.99999583	0.9999666	0.99975426	0.99493335	0.99993906
105	0.99951744	0.99998311	0.99980837	0.99999653	0.99998627	0.99999185	0.99999583	0.9999666	0.99975426	0.99493335	0.99993906
106	0.99951744	0.99998311	0.99980837	0.99999653	0.99998627	0.99999185	0.99999583	0.9999666	0.99975426	0.99493335	0.99993906
107	0.99951744	0.99998311	0.99980837	0.99999653	0.99998627	0.99999185	0.99999583	0.9999666	0.99975426	0.99493335	0.99993906
108	0.99951744	0.99998311	0.99980837	0.99999653	0.99998627	0.99999185	0.99999583	0.9999666	0.99975426	0.99493335	0.99993906
109	0.99951744	0.99998311	0.99980837	0.99999653	0.99998627	0.99999185	0.99999583	0.9999666	0.99975426	0.99618676	0.99993906
110	0.99951744	0.99998311	0.99980837	0.99999653	0.99998627	0.99999185	0.99999583	0.9999666	0.99975426	0.99618676	0.99993943
111	0.99951744	0.99998311	0.99980837	0.99999653	0.99998627	0.99999185	0.99999583	0.9999666	0.99975426	0.99618676	0.99993943
112	0.99951744	0.99998311	0.99980837	0.99999653	0.99998627	0.99999185	0.99999583	0.9999666	0.99975426	0.99618676	0.99993943
113	0.99951744	0.99998311	0.99990797	0.99999653	0.99998627	0.99999185	0.99999583	0.9999666	0.99975426	0.99618676	0.99993943
114	0.99951744	0.99998311	0.99990797	0.99999653	0.99998627	0.99999185	0.99999583	0.9999666	0.99975426	0.99618676	0.99993943
115	0.99951744	0.99998311	0.99990797	0.99999653	0.99998627	0.99999185	0.99999583	0.9999666	0.99975426	0.99618676	0.99993943
116	0.99951744	0.99998311	0.99990797	0.99999653	0.99998627	0.99999241	0.99999583	0.9999666	0.99975426	0.99618676	0.99993943
117	0.99951744	0.99998311	0.99990797	0.99999653	0.99998627	0.99999241	0.99999583	0.9999666	0.99975426	0.99618676	0.99993943
118	0.99951744	0.99998311	0.99990797	0.99999653	0.99998627	0.99999241	0.99999583	0.9999666	0.99975426	0.99618676	0.99993943
119	0.99951744	0.99998311	0.99990797	0.99999653	0.99998627	0.99999241	0.99999583	0.9999666	0.99994975	0.99618676	0.99993943
120	0.99951744	0.99998311	0.99990797	0.99999653	0.99998627	0.99999241	0.99999583	0.9999666	0.99994975	0.99619126	0.99993943
121	0.99951744	0.99998311	0.99990797	0.99999653	0.99998627	0.99999241	0.99999583	0.9999666	0.99994975	0.99619126	0.99997175
122	0.99998684	0.99998311	0.99990797	0.99999653	0.99998627	0.99999241	0.99999583	0.9999666	0.99994975	0.99619126	0.99997175
123	0.99998684	0.99998311	0.99990797	0.99999653	0.99998627	0.99999241	0.99999583	0.9999666	0.99994975	0.99619126	0.99997175
124	0.99998684	0.99998311	0.99999018	0.99999653	0.99998627	0.99999241	0.99999583	0.9999666	0.99994975	0.99619126	0.99997175
125	0.99998684	0.99998311	0.99999018	0.99999653	0.99998627	0.99999241	0.99999583	0.9999666	0.99994975	0.99619126	0.99997175
126	0.99998684	0.99998311	0.99999018	0.99999653	0.99999256	0.99999241	0.99999583	0.9999666	0.99994975	0.99619126	0.99997175
127	0.99998684	0.99998311	0.99999018	0.99999653	0.99999256	0.9999952	0.99999583	0.9999666	0.99994975	0.99619126	0.99997175
128	0.99998684	0.99998311	0.99999018	0.99999653	0.99999256	0.9999952	0.99999583	0.9999666	0.99994975	0.99619126	0.99997175
129	0.99998684	0.99998311	0.99999018	0.99999653	0.99999256	0.9999952	0.99999583	0.9999666	0.99994975	0.99619126	0.99997175
130	0.99998684	0.99998311	0.99999018	0.99999653	0.99999256	0.9999952	0.99999583	0.9999666	0.99996906	0.99619126	0.99997175
131	0.99998684	0.99998311	0.99999018	0.99999653	0.99999256	0.9999952	0.99999583	0.9999666	0.99996906	0.99958468	0.99997175
132	0.99998684	0.99998311	0.99999018	0.99999653	0.99999256	0.9999952	0.99999583	0.9999666	0.99996906	0.99958468	0.99997175
133	0.99998684	0.99998311	0.99999018	0.99999653	0.99999256	0.9999952	0.99999583	0.9999666	0.99996906	0.99958468	0.99997175
134	0.99998684	0.99998311	0.99999018	0.99999653	0.99999256	0.9999952	0.99999583	0.9999666	0.99996906	0.99958468	0.99997175
135	0.99998684	0.99998311	0.99999018	0.99999653	0.99999256	0.9999952	0.99999583	0.9999666	0.99996906	0.99958468	0.99997175
136	0.99998684	0.99998311	0.99999018	0.99999818	0.99999256	0.9999952	0.99999583	0.9999666	0.99996906	0.99958468	0.99997175
137	0.99998684	0.99998311	0.99999018	0.99999818	0.99999256	0.9999952	0.99999583	0.9999666	0.99996906	0.99958468	0.99997175
138	0.99998684	0.99998311	0.99999018	0.99999818	0.99999256	0.99999741	0.99999583	0.9999666	0.99996906	0.99958468	0.99997175
139	0.99998684	0.99998311	0.99999018	0.99999818	0.99999256	0.99999741	0.99999583	0.9999666	0.99996906	0.99958468	0.99997175
140	0.99998684	0.99998311	0.99999018	0.99999818	0.99999256	0.99999741	0.99999583	0.9999666	0.99996906	0.99958468	0.99997175
141	0.99998684	0.99998311	0.99999018	0.99999818	0.99999256	0.99999741	0.99999583	0.9999666	0.99999134	0.99958468	0.99997175
142	0.99998684	0.99998311	0.99999018	0.99999818	0.99999256	0.99999741	0.99999583	0.9999666	0.99999134	0.99958468	0.99997175
143	0.99998684	0.99998311	0.99999018	0.99999818	0.99999256	0.99999741	0.99999583	0.9999666	0.99999134	0.99958468	0.99999819
144	0.99998684	0.99998311	0.99999018	0.99999818	0.99999256	0.99999741	0.99999583	0.9999666	0.99999134	0.99958468	0.99999819
145	0.99998684	0.99999994	0.99999018	0.99999818	0.99999256	0.99999741	0.99999583	0.9999666	0.99999134	0.99958468	0.99999819
146	0.99998684	0.99999994	0.99999018	0.99999818	0.99999256	0.99999741	0.99999583	0.9999666	0.99999134	0.99958468	0.99999819
147	0.99998684	0.99999994	0.99999018	0.99999889	0.99999256	0.99999741	0.99999583	0.9999666	0.99999134	0.99958468	0.99999819
148	0.99998684	0.99999994	0.99999018	0.99999889	0.99999841	0.99999741	0.99999583	0.9999666	0.99999134	0.99958468	0.99999819
149	0.99998684	0.99999994	0.99999018	0.99999889	0.99999841	0.99999831	0.99999583	0.9999666	0.99999134	0.99958468	0.99999819
150	0.99998684	0.99999994	0.99999018	0.99999889	0.99999841	0.99999831	0.99999612	0.9999666	0.99999134	0.99958468	0.99999819
151	0.99998684	0.99999994	0.99999018	0.99999889	0.99999841	0.99999831	0.99999612	0.99999449	0.99999134	0.99958468	0.99999819
152	0.99998684	0.99999994	0.99999018	0.99999889	0.99999841	0.99999831	0.99999612	0.99999449	0.99999134	0.99958468	0.99999819
153	0.99998684	0.99999994	0.99999018	0.99999889	0.99999841	0.99999831	0.99999612	0.99999449	0.99999134	0.99989358	0.99999819
154	0.99998684	0.99999994	0.99999018	0.99999889	0.99999841	0.99999831	0.99999612	0.99999449	0.99999134	0.99989358	0.99999819
155	0.99998684	0.99999994	0.99999018	0.99999889	0.99999841	0.99999831	0.99999612	0.99999449	0.99999134	0.99989358	0.99999819
156	0.99998684	0.99999994	0.99999018	0.99999889	0.99999841	0.99999831	0.99999612	0.99999449	0.99999134	0.99989358	0.99999819
157	0.99998684	0.99999994	0.99999104	0.99999889	0.99999841	0.99999831	0.99999612	0.99999449	0.99999134	0.99989358	0.99999819
158	0.99998684	0.99999994	0.99999104	0.99999952	0.99999841	0.99999831	0.99999612	0.99999449	0.99999134	0.99989358	0.99999819
159	0.99998684	0.99999994	0.99999104	0.99999952	0.99999841	0.99999831	0.99999612	0.99999449	0.99999134	0.99989358	0.99999819
160	0.99998684	0.99999994	0.99999104	0.99999952	0.99999841	0.99999831	0.99999612	0.99999449	0.99999134	0.99989358	0.99999819
161	0.99998684	0.99999994	0.99999104	0.99999952	0.99999841	0.99999831	0.99999994	0.99999449	0.99999134	0.99989358	0.99999819
162	0.99998684	0.99999994	0.99999104	0.99999952	0.99999841	0.99999831	0.99999994	0.99999449	0.99999134	0.99989358	0.99999819
163	0.99998684	0.99999994	0.99999104	0.99999952	0.99999841	0.99999831	0.99999994	0.99999449	0.99999635	0.99989358	0.99999819
164	0.99998684	0.99999994	0.99999104	0.99999952	0.99999841	0.99999831	0.99999994	0.99999449	0.99999635	0.99993541	0.99999819
165	0.99998684	0.99999994	0.99999104	0.99999952	0.99999841	0.99999831	0.99999994	0.99999449	0.99999635	0.99993541	0.99999819
166	0.99998684	0.99999994	0.99999104	0.99999952	0.99999841	0.99999831	0.99999994	0.99999449	0.99999635	0.99993541	0.99999819
167	0.99998684	0.99999994	0.99999104	0.99999952	0.99999841	0.99999831	0.99999994	0.99999449	0.99999635	0.99993541	0.99999819
168	0.99998684	0.99999994	0.9999967	0.99999952	0.99999841	0.99999831	0.99999994	0.99999449	0.99999635	0.99993541	0.99999819
169	0.99998684	0.99999994	0.9999967	0.99999966	0.99999841	0.99999831	0.99999994	0.99999449	0.99999635	0.99993541	0.99999819
170	0.99998684	0.99999994	0.9999967	0.99999966	0.99999841	0.99999831	0.99999994	0.99999449	0.99999635	0.99993541	0.99999819
171	0.99998684	0.99999994	0.9999967	0.99999966	0.99999841	0.99999928	0.99999994	0.99999449	0.99999635	0.99993541	0.99999819
172	0.99998684	0.99999994	0.9999967	0.99999966	0.99999841	0.99999928	0.99999994	0.99999449	0.99999635	0.99993541	0.99999819
173	0.99998684	0.99999994	0.9999967	0.99999966	0.99999841	0.99999928	0.99999994	0.99999697	0.99999635	0.99993541	0.99999819
174	0.99998684	0.99999994	0.9999967	0.99999966	0.99999841	0.99999928	0.99999994	0.99999697	0.99999635	0.99993541	0.99999819
175	0.99998684	0.99999994	0.9999967	0.99999966	0.99999841	0.99999928	0.99999994	0.99999697	0.99999635	0.99994625	0.99999819
176	0.99998684	0.99999994	0.9999967	0.99999966	0.99999841	0.99999928	0.99999994	0.99999697	0.99999635	0.99994625	0.99999819
177	0.99999316	0.99999994	0.9999967	0.99999966	0.99999841	0.99999928	0.99999994	0.99999697	0.99999635	0.99994625	0.99999819
178	0.99999316	0.99999994	0.9999967	0.99999966	0.99999841	0.99999928	0.99999994	0.99999697	0.99999635	0.99994625	0.99999819
179	0.99999316	0.99999994	0.9999967	0.99999966	0.99999841	0.99999928	0.99999994	0.99999697	0.99999635	0.99994625	0.99999819
180	0.99999316	0.99999994	0.9999967	0.99999966	0.99999841	0.99999928	0.99999994	0.99999697	0.99999635	0.99994625	0.99999819
181	0.99999316	0.99999994	0.9999967	0.99999966	0.99999841	0.99999928	0.99999994	0.99999697	0.99999635	0.99994625	0.99999819
182	0.99999316	0.99999994	0.9999967	0.99999966	0.99999841	0.99999928	0.99999994	0.99999697	0.99999635	0.99994625	0.99999819
183	0.99999316	0.99999994	0.9999967	0.99999966	0.99999841	0.99999928	0.99999994	0.99999697	0.99999635	0.99994625	0.99999819
184	0.99999316	0.99999994	0.9999967	0.99999966	0.99999841	0.99999928	0.99999994	0.99999697	0.99999635	0.99994625	0.99999819
185	0.99999316	0.99999994	0.9999967	0.99999966	0.99999841	0.99999928	0.99999994	0.99999697	0.99999635	0.99994625	0.99999819
186	0.99999316	0.99999994	0.9999967	0.99999966	0.99999841	0.99999928	0.99999994	0.99999697	0.99999635	0.9999723	0.99999819
187	0.99999316	0.99999994	0.9999967	0.99999966	0.99999841	0.99999928	0.99999994	0.99999697	0.99999635	0.9999723	0.99999819
188	0.99999961	0.99999994	0.9999967	0.99999966	0.99999841	0.99999928	0.99999994	0.99999697	0.99999635	0.9999723	0.99999819
189	0.99999961	0.99999994	0.9999967	0.99999966	0.99999841	0.99999928	0.99999994	0.99999697	0.99999635	0.9999723	0.99999819
190	0.99999961	0.99999994	0.9999967	0.99999966	0.99999841	0.99999928	0.99999994	0.99999697	0.99999635	0.9999723	0.99999819
191	0.99999961	0.99999994	0.9999967	0.99999966	0.99999841	0.99999928	0.99999994	0.99999697	0.99999635	0.9999723	0.99999819
192	0.99999961	0.99999994	0.9999967	0.99999966	0.99999841	0.99999928	0.99999994	0.99999697	0.99999635	0.9999723	0.99999819
193	0.99999961	0.99999994	0.9999967	0.99999966	0.99999841	0.99999928	0.99999994	0.99999697	0.99999635	0.9999723	0.99999819
194	0.99999961	0.99999994	0.9999967	0.99999966	0.99999841	0.99999928	0.99999997	0.99999697	0.99999635	0.9999723	0.99999819
195	0.99999961	0.99999994	0.9999967	0.99999966	0.99999841	0.99999928	0.99999997	0.99999697	0.99999635	0.9999723	0.99999819
196	0.99999961	0.99999994	0.9999967	0.99999966	0.99999841	0.99999928	0.99999997	0.99999697	0.99999635	0.9999723	0.99999819
197	0.99999961	0.99999994	0.9999967	0.99999966	0.99999841	0.99999928	0.99999997	0.99999697	0.99999635	0.99999971	0.99999819
198	0.99999961	0.99999994	0.9999967	0.99999966	0.99999841	0.99999928	0.99999997	0.99999697	0.99999635	0.99999971	0.99999819
199	0.99999961	0.99999994	0.9999967	0.99999966	0.99999841	0.99999928	0.99999997	0.99999697	0.99999635	0.99999971	0.99999819
200	0.99999961	0.99999994	0.9999967	0.99999966	0.99999841	0.99999928	0.99999997	0.99999697	0.99999635	0.99999971	0.99999819
201	0.99999961	0.99999994	0.9999967	0.99999966	0.99999841	0.99999928	0.99999997	0.99999697	0.99999635	0.99999971	0.99999819
202	0.99999961	0.99999994	0.9999967	0.99999966	0.99999841	0.99999928	0.99999997	0.99999697	0.99999635	0.99999971	0.99999819
203	0.99999961	0.99999994	0.9999967	0.99999966	0.99999847	0.99999928	0.99999997	0.99999697	0.99999635	0.99999971	0.99999819
204	0.99999961	0.99999994	0.9999967	0.99999966	0.99999847	0.99999928	0.99999997	0.99999697	0.99999635	0.99999971	0.99999819
205	0.99999961	0.99999994	0.9999967	0.99999966	0.99999847	0.99999928	0.99999997	0.99999697	0.99999635	0.99999971	0.99999819
