1,  2, 7860, 207e9, 0.0011
2,  3, 7860, 207e9, 0.0011
3,  6, 7860, 207e9, 0.0011
5,  6, 7860, 207e9, 0.0011
4,  5, 7860, 207e9, 0.0011
1,  4, 7860, 207e9, 0.0011
1,  5, 7860, 207e9, 0.0011
2,  4, 7860, 207e9, 0.0011
2,  5, 7860, 207e9, 0.0011
2,  6, 7860, 207e9, 0.0011
3,  5, 7860, 207e9, 0.0011
